"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"City Hotel",0,79,2016,"August",36,28,2,3,2,2,0,"HB","ESP","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14",NULL,0,"Transient","236",1,2,"Check-Out","2016-09-02"
"City Hotel",0,11,2017,"January",1,7,0,1,2,2,0,"HB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","236",0,0,"Check-Out","2017-01-08"
"Resort Hotel",0,1,2016,"July",28,4,1,2,3,1,0,"BB","AND","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","236",1,0,"Check-Out","2016-07-07"
"Resort Hotel",0,3,2016,"August",33,11,2,3,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"F","F",0,"No Deposit",NULL,NULL,0,"Transient","236",0,1,"Check-Out","2016-08-16"
"Resort Hotel",0,28,2016,"August",35,27,2,1,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","242",NULL,0,"Transient","236",1,1,"Check-Out","2016-08-30"
"Resort Hotel",0,86,2016,"August",33,12,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",1,1,"Check-Out","2016-08-15"
"Resort Hotel",1,63,2017,"August",35,28,1,2,2,0,0,"HB","GIB","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","236",0,2,"Canceled","2017-06-30"
"Resort Hotel",0,25,2017,"June",25,21,0,4,2,0,0,"HB","ESP","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250",NULL,0,"Transient","236",1,0,"Check-Out","2017-06-25"
"Resort Hotel",0,3,2016,"August",33,8,1,0,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",0,1,"Check-Out","2016-08-09"
"Resort Hotel",0,85,2017,"August",35,27,2,1,2,0,0,"HB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240",NULL,0,"Transient","236",1,2,"Check-Out","2017-08-30"
"Resort Hotel",0,17,2016,"July",31,28,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","236",0,1,"Check-Out","2016-08-01"
"Resort Hotel",1,24,2015,"August",34,18,0,5,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","236",0,2,"Canceled","2015-08-05"
"City Hotel",0,15,2017,"August",33,17,1,3,3,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","7",NULL,0,"Transient","236",0,1,"Check-Out","2017-08-21"
"City Hotel",0,23,2016,"August",32,6,0,1,2,2,0,"BB","GBR","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","235.95",1,0,"Check-Out","2016-08-07"
"Resort Hotel",0,27,2017,"August",31,1,2,5,3,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","241",NULL,0,"Transient","235.95",0,1,"Check-Out","2017-08-08"
"City Hotel",0,38,2016,"August",34,16,0,3,3,1,0,"BB","FRA","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","235.95",0,1,"Check-Out","2016-08-19"
"City Hotel",1,13,2016,"October",41,7,2,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","235.94",0,0,"Canceled","2016-09-27"
"Resort Hotel",0,3,2017,"August",35,28,1,2,2,0,0,"HB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","235.8",0,2,"Check-Out","2017-08-31"
"Resort Hotel",0,53,2015,"August",33,15,2,5,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","235.71",0,0,"Check-Out","2015-08-22"
"Resort Hotel",1,146,2017,"August",33,19,2,5,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient-Party","235.71",0,0,"Canceled","2017-06-19"
"Resort Hotel",0,116,2016,"August",33,11,2,4,2,0,0,"HB","ITA","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250",NULL,0,"Transient","235.67",0,1,"Check-Out","2016-08-17"
"Resort Hotel",1,32,2016,"August",34,20,2,4,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","235.67",0,0,"Canceled","2016-07-19"
"City Hotel",0,9,2016,"July",31,28,0,1,1,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","235.63",0,2,"Check-Out","2016-07-29"
"Resort Hotel",0,79,2016,"August",34,17,1,4,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient-Party","235.6",1,0,"Check-Out","2016-08-22"
"Resort Hotel",0,52,2017,"July",31,31,1,1,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"E","F",0,"No Deposit","241",NULL,0,"Transient","235.6",0,1,"Check-Out","2017-08-02"
"Resort Hotel",1,162,2016,"August",33,13,2,5,2,0,0,"HB","ITA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","235.57",0,0,"Canceled","2016-03-13"
"City Hotel",0,28,2016,"September",38,13,0,2,2,2,0,"BB","AUS","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235.5",0,1,"Check-Out","2016-09-15"
"City Hotel",0,3,2016,"July",30,19,0,1,2,2,0,"BB","SWE","Direct","Direct",0,0,0,"G","B",0,"No Deposit","14",NULL,0,"Transient","235.45",0,2,"Check-Out","2016-07-20"
"City Hotel",0,33,2016,"October",42,14,1,2,2,2,0,"BB","BRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235.33",0,0,"Check-Out","2016-10-17"
"Resort Hotel",0,89,2016,"August",32,6,2,5,2,0,0,"HB","URY","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","235.29",0,1,"Check-Out","2016-08-13"
"Resort Hotel",0,47,2015,"August",34,22,2,5,2,1,0,"FB","PRT","Direct","Direct",0,0,0,"A","C",0,"No Deposit",NULL,NULL,0,"Transient","235.07",0,1,"Check-Out","2015-08-29"
"City Hotel",1,128,2017,"August",32,9,0,4,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","235",0,1,"Canceled","2017-04-07"
"City Hotel",0,41,2017,"June",25,24,2,2,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-06-28"
"City Hotel",0,140,2017,"August",35,27,2,3,2,2,0,"BB","AUT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-09-01"
"City Hotel",1,149,2017,"August",34,24,0,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-07-23"
"Resort Hotel",0,42,2016,"August",33,11,1,3,1,1,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","D",0,"No Deposit","196",NULL,0,"Transient-Party","235",0,0,"Check-Out","2016-08-15"
"Resort Hotel",0,42,2016,"August",33,11,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","196",NULL,0,"Transient-Party","235",0,0,"Check-Out","2016-08-15"
"Resort Hotel",0,42,2016,"August",33,11,1,3,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"C","B",0,"No Deposit","196",NULL,0,"Transient-Party","235",0,0,"Check-Out","2016-08-15"
"City Hotel",0,140,2017,"August",35,27,2,3,2,2,0,"BB","AUT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-09-01"
"Resort Hotel",0,142,2017,"July",29,17,3,6,3,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","242",NULL,0,"Transient","235",0,1,"Check-Out","2017-07-26"
"City Hotel",1,118,2017,"August",34,26,0,1,2,2,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-06-30"
"City Hotel",0,11,2017,"May",21,22,1,1,1,0,0,"BB","PER","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient-Party","235",0,2,"Check-Out","2017-05-24"
"City Hotel",0,143,2017,"July",30,23,2,1,3,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","235",0,2,"Check-Out","2017-07-26"
"City Hotel",1,162,2017,"August",34,26,2,3,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-27"
"City Hotel",0,143,2017,"July",30,23,2,1,3,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","235",0,2,"Check-Out","2017-07-26"
"City Hotel",0,147,2017,"July",30,25,0,1,2,1,0,"BB","CN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-07-26"
"City Hotel",0,75,2017,"July",29,22,1,1,2,2,0,"BB","JOR","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient","235",0,0,"Check-Out","2017-07-24"
"City Hotel",1,94,2017,"July",30,27,0,1,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-07-13"
"City Hotel",1,102,2017,"July",30,27,0,1,2,2,0,"BB","NLD","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-04-19"
"Resort Hotel",0,271,2017,"July",27,8,2,5,3,1,0,"BB","SWE","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","235",0,1,"Check-Out","2017-07-15"
"City Hotel",0,164,2017,"August",34,24,1,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-28"
"City Hotel",1,182,2017,"August",33,16,0,1,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-24"
"City Hotel",0,112,2017,"August",34,25,0,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-27"
"City Hotel",1,176,2017,"July",29,22,2,2,2,1,0,"BB","LUX","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-01-27"
"City Hotel",1,195,2017,"August",33,16,0,3,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-28"
"Resort Hotel",0,20,2017,"July",29,19,0,4,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","241",NULL,0,"Transient","235",0,1,"Check-Out","2017-07-23"
"City Hotel",0,123,2017,"August",31,2,2,5,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","8",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-09"
"Resort Hotel",0,51,2017,"August",31,2,2,5,2,0,0,"HB","ESP","Direct","Direct",0,0,0,"A","A",1,"No Deposit",NULL,NULL,0,"Transient","235",0,2,"Check-Out","2017-08-09"
"City Hotel",0,112,2017,"August",34,20,2,0,2,0,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-22"
"City Hotel",0,150,2017,"August",31,2,0,1,2,2,0,"BB","ISR","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient-Party","235",0,0,"Check-Out","2017-08-03"
"Resort Hotel",1,0,2017,"August",34,26,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit",NULL,NULL,0,"Transient","235",0,0,"Canceled","2017-08-26"
"Resort Hotel",0,184,2017,"August",34,20,4,5,2,1,0,"HB","PRT","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250",NULL,0,"Transient","235",0,3,"Check-Out","2017-08-29"
"City Hotel",0,201,2017,"August",33,17,0,2,2,2,0,"BB","GBR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-19"
"City Hotel",0,168,2017,"July",31,31,1,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-04"
"City Hotel",1,155,2017,"August",34,21,1,0,2,2,0,"BB","MAR","Online TA","TA/TO",0,0,0,"F","F",2,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-27"
"Resort Hotel",0,0,2017,"August",34,26,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","235",0,0,"Check-Out","2017-08-27"
"Resort Hotel",1,29,2016,"July",29,12,1,5,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","235",0,0,"Canceled","2016-06-18"
"City Hotel",1,171,2017,"August",34,20,2,3,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-09"
"City Hotel",0,8,2016,"September",38,15,0,1,3,1,0,"BB","PRT","Direct","Direct",0,0,0,"E","F",1,"No Deposit","14",NULL,0,"Transient","235",0,0,"Check-Out","2016-09-16"
"City Hotel",1,185,2017,"August",32,6,2,2,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","235",0,0,"Canceled","2017-03-28"
"City Hotel",0,11,2017,"May",21,22,1,1,1,0,0,"BB","IRL","Direct","Direct",0,0,0,"F","F",0,"No Deposit","14",NULL,0,"Transient-Party","235",0,2,"Check-Out","2017-05-24"
"Resort Hotel",0,84,2016,"July",30,17,4,6,2,0,0,"HB","GBR","Direct","Direct",0,0,0,"F","F",1,"No Deposit","250",NULL,0,"Transient","235",0,0,"Check-Out","2016-07-27"
"City Hotel",1,55,2017,"June",26,29,0,3,2,2,0,"BB","PRT","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","234.96",0,1,"Canceled","2017-05-14"
"City Hotel",1,19,2016,"September",39,18,2,5,2,2,0,"BB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234.71",0,2,"Canceled","2016-09-03"
"Resort Hotel",0,146,2016,"August",32,1,3,6,3,0,0,"HB","GBR","Direct","Direct",0,0,0,"D","D",1,"No Deposit","250",NULL,0,"Transient","234.7",0,1,"Check-Out","2016-08-10"
"Resort Hotel",1,17,2017,"July",28,15,3,6,3,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","241",NULL,0,"Transient","234.67",0,1,"Canceled","2017-06-28"
"Resort Hotel",0,88,2015,"August",35,23,2,4,2,2,0,"HB","PRT","Direct","Direct",0,0,0,"G","G",2,"No Deposit",NULL,NULL,0,"Transient","234.67",0,3,"Check-Out","2015-08-29"
"Resort Hotel",1,106,2017,"August",34,20,4,9,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234.62",0,1,"Canceled","2017-07-18"
"Resort Hotel",1,41,2016,"August",33,12,2,2,2,1,0,"BB","RUS","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","234.6",0,0,"Canceled","2016-08-08"
"Resort Hotel",0,82,2016,"August",34,20,2,5,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit","250",NULL,0,"Transient","234.6",1,0,"Check-Out","2016-08-27"
"Resort Hotel",1,221,2017,"July",29,17,2,5,2,1,0,"BB","PRT","Direct","Direct",0,0,0,"C","C",0,"No Deposit","250",NULL,0,"Transient","234.56",0,2,"Canceled","2017-03-20"
"Resort Hotel",0,52,2016,"August",33,11,4,9,2,2,0,"BB","PRT","Direct","Direct",0,0,0,"C","C",1,"No Deposit","250",NULL,0,"Transient","234.54",1,0,"Check-Out","2016-08-24"
"City Hotel",1,47,2017,"July",27,3,1,3,3,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","234.5",0,1,"Canceled","2017-05-17"
"City Hotel",0,0,2017,"May",21,23,0,2,3,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","234.5",0,2,"Check-Out","2017-05-25"
"City Hotel",0,213,2017,"June",26,29,2,3,2,2,0,"HB","FRA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234.36",0,0,"Check-Out","2017-07-04"
"City Hotel",0,27,2016,"September",39,23,1,2,2,2,0,"BB","POL","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","7",NULL,0,"Transient","234.35",0,1,"Check-Out","2016-09-26"
"City Hotel",0,19,2017,"July",31,30,2,1,3,0,0,"BB","DNK","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","234.33",1,1,"Check-Out","2017-08-02"
"Resort Hotel",0,32,2015,"August",33,15,2,5,3,0,0,"BB","FRA","Direct","Direct",0,0,0,"C","C",0,"No Deposit","250",NULL,0,"Transient","234.29",0,1,"Check-Out","2015-08-22"
"Resort Hotel",0,27,2017,"August",35,28,2,5,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"F","F",0,"No Deposit","250",NULL,0,"Transient","234.29",0,1,"Check-Out","2017-09-04"
"Resort Hotel",0,195,2017,"July",28,9,2,5,2,2,0,"BB","IRL","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","234.29",0,0,"Check-Out","2017-07-16"
"Resort Hotel",0,47,2017,"August",34,23,2,5,3,0,0,"HB","BEL","Offline TA/TO","TA/TO",0,0,0,"D","E",1,"No Deposit","479",NULL,0,"Transient","234.18",0,0,"Check-Out","2017-08-30"
"Resort Hotel",0,138,2016,"July",31,24,4,10,3,0,0,"FB","PRT","Online TA","TA/TO",0,0,0,"C","C",0,"No Deposit","196",NULL,0,"Transient","234.17",0,0,"Check-Out","2016-08-07"
"Resort Hotel",1,40,2017,"July",30,23,2,3,2,0,0,"BB","ESP","Direct","Direct",0,0,0,"D","D",0,"No Deposit","250",NULL,0,"Transient","234",0,0,"Canceled","2017-06-23"
"Resort Hotel",0,17,2017,"June",24,15,0,2,2,2,0,"BB","USA","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","242",NULL,0,"Transient","234",1,2,"Check-Out","2017-06-17"
"Resort Hotel",0,16,2017,"June",25,23,0,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","234",1,0,"Check-Out","2017-06-25"
"Resort Hotel",0,139,2017,"July",30,29,2,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","234",1,2,"Check-Out","2017-08-02"
"City Hotel",0,2,2017,"August",31,5,0,1,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","234",0,1,"Check-Out","2017-08-06"
"City Hotel",1,27,2016,"September",40,29,0,2,2,2,0,"BB","NOR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234",0,1,"Canceled","2016-09-25"
"Resort Hotel",1,12,2016,"August",34,19,0,2,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234",0,1,"Canceled","2016-08-08"
"Resort Hotel",0,35,2015,"August",33,15,2,2,2,0,0,"HB","PRT","Direct","Direct",0,0,0,"D","E",0,"No Deposit","250",NULL,0,"Transient","234",1,0,"Check-Out","2015-08-19"
"City Hotel",0,84,2017,"July",29,16,2,1,4,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","9",NULL,0,"Transient","234",0,3,"Check-Out","2017-07-19"
"City Hotel",1,67,2017,"May",21,27,1,1,3,0,0,"BB","DZA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","234",0,2,"Canceled","2017-05-10"
"City Hotel",0,144,2017,"July",28,15,2,2,3,1,0,"HB","ESP","Direct","Direct",0,0,0,"E","E",0,"No Deposit","14",NULL,0,"Transient","234",0,1,"Check-Out","2017-07-19"
"Resort Hotel",1,161,2016,"August",33,8,1,5,2,0,0,"HB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234",0,1,"Canceled","2016-07-01"
"City Hotel",0,32,2017,"August",33,17,1,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","234",0,3,"Check-Out","2017-08-21"
"Resort Hotel",0,1,2016,"August",34,14,1,0,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient","234",0,1,"Check-Out","2016-08-15"
"Resort Hotel",0,1,2016,"September",37,6,0,1,3,1,0,"BB","PER","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","234",1,0,"Check-Out","2016-09-07"
"Resort Hotel",1,2,2017,"August",33,19,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"E","E",0,"No Deposit",NULL,NULL,0,"Transient","234",0,0,"Canceled","2017-08-18"
"Resort Hotel",0,1,2016,"August",36,29,1,0,3,1,0,"BB","ESP","Online TA","TA/TO",0,0,0,"H","H",0,"No Deposit","240",NULL,0,"Transient","234",0,0,"Check-Out","2016-08-30"
"City Hotel",1,60,2016,"October",44,27,0,1,2,2,0,"BB","FRA","Direct","Direct",0,0,0,"G","G",3,"No Deposit","14",NULL,0,"Transient","234",0,0,"Canceled","2016-10-25"
"Resort Hotel",0,108,2016,"August",34,16,1,5,3,0,0,"BB","AGO","Online TA","TA/TO",0,0,0,"D","D",1,"No Deposit","240",NULL,0,"Transient","234",0,1,"Check-Out","2016-08-22"
"Resort Hotel",1,116,2016,"August",33,12,3,7,2,0,0,"HB","ROU","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234",0,0,"Canceled","2016-04-21"
"City Hotel",0,42,2017,"June",24,12,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"F","F",1,"No Deposit","9",NULL,0,"Transient","234",0,0,"Check-Out","2017-06-17"
"Resort Hotel",0,147,2017,"July",31,30,2,4,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240",NULL,0,"Transient","234",0,2,"Check-Out","2017-08-05"
"City Hotel",0,0,2016,"September",39,24,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","14",NULL,0,"Transient","234",0,3,"Check-Out","2016-09-25"
"City Hotel",0,2,2017,"February",7,18,0,1,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"G","G",0,"No Deposit","14",NULL,0,"Transient","234",0,0,"Check-Out","2017-02-19"
"Resort Hotel",0,11,2016,"August",34,19,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234",0,2,"Check-Out","2016-08-21"
"City Hotel",0,2,2017,"August",31,5,0,1,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9",NULL,0,"Transient","234",2,1,"Check-Out","2017-08-06"
"City Hotel",1,103,2017,"August",32,6,2,0,2,0,0,"BB","CN","Online TA","TA/TO",0,0,0,"E","E",3,"No Deposit","9",NULL,0,"Transient","234",0,1,"Canceled","2017-07-29"
"Resort Hotel",1,172,2016,"August",35,27,2,6,2,1,0,"BB","GBR","Online TA","TA/TO",0,0,0,"H","H",1,"No Deposit","240",NULL,0,"Transient","234",0,0,"Canceled","2016-04-02"
"Resort Hotel",1,41,2016,"September",36,1,1,3,2,0,1,"BB","GBR","Online TA","TA/TO",0,0,0,"G","G",1,"No Deposit","240",NULL,0,"Transient","234",0,3,"Canceled","2016-08-17"
"City Hotel",0,20,2017,"July",31,31,1,1,2,2,0,"BB","CHN","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234",0,0,"Check-Out","2017-08-02"
"City Hotel",1,21,2016,"September",39,19,1,3,2,2,0,"BB","ITA","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234",0,0,"Canceled","2016-08-29"
"City Hotel",0,68,2017,"May",21,24,0,3,3,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","9",NULL,0,"Transient","234",0,1,"Check-Out","2017-05-27"
"Resort Hotel",0,40,2016,"August",35,22,1,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","240",NULL,0,"Transient","234",0,1,"Check-Out","2016-08-25"
"Resort Hotel",0,169,2017,"August",34,21,1,4,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"E","E",2,"No Deposit","240",NULL,0,"Transient","234",0,2,"Check-Out","2017-08-26"
"City Hotel",0,9,2017,"April",17,28,1,2,2,2,0,"BB","BGR","Online TA","TA/TO",0,0,0,"F","F",0,"No Deposit","9",NULL,0,"Transient","234",0,1,"Check-Out","2017-05-01"
"City Hotel",0,2,2017,"June",23,10,0,1,3,0,0,"BB","PRT","Direct","Direct",0,0,0,"D","D",0,"No Deposit","14",NULL,0,"Transient","234",0,2,"Check-Out","2017-06-11"
"Resort Hotel",1,45,2017,"August",31,3,0,3,3,0,0,"BB","PRT","Direct","Direct",0,1,0,"A","A",0,"No Deposit",NULL,NULL,0,"Transient","233.92",0,0,"Canceled","2017-06-19"
"City Hotel",0,10,2017,"February",6,9,1,3,2,2,1,"HB","FRA","Offline TA/TO","TA/TO",0,0,0,"G","G",0,"No Deposit","427",NULL,0,"Transient","233.75",0,2,"Check-Out","2017-02-13"
"Resort Hotel",0,187,2017,"August",33,14,3,8,2,0,1,"HB","PRT","Online TA","TA/TO",0,0,0,"E","E",1,"No Deposit","240",NULL,0,"Transient","233.64",0,4,"Check-Out","2017-08-25"
